vectorized_elementwise_kernel,elementwise_kernel,reduce_kernel,unrolled_elementwise_kernel,index_elementwise_kernel
0.06,0.24,,,
0.06,0.79,,,
0.06,0.76,,,
0.1,0.61,,,
0.1,0.49,,,
0.09,0.23,,,
0.07,0.76,,,
0.06,0.61,,,
0.1,0.49,,,
0.1,0.24,,,
0.1,0.76,,,
0.07,0.61,,,
0.06,0.23,,,
0.1,0.76,,,
0.11,0.24,,,
0.1,0.76,,,
0.07,0.24,,,
0.25,0.75,,,
0.25,0.09,,,
0.09,0.56,,,
0.36,0.57,,,
0.25,0.57,,,
0.27,0.57,,,
0.09,0.47,,,
0.21,0.47,,,
0.26,0.47,,,
0.27,1.56,,,
0.09,0.49,,,
0.21,0.24,,,
0.09,0.79,,,
0.36,0.75,,,
0.27,0.61,,,
0.09,0.49,,,
0.21,0.24,,,
0.13,0.76,,,
0.22,0.61,,,
0.46,0.49,,,
0.08,0.24,,,
0.4,0.75,,,
0.08,0.61,,,
0.22,0.24,,,
0.13,0.75,,,
0.22,0.24,,,
0.47,0.76,,,
0.08,0.24,,,
0.41,0.75,,,
0.08,0.1,,,
0.22,0.56,,,
0.13,0.57,,,
0.22,0.58,,,
0.47,0.58,,,
0.08,0.46,,,
0.41,0.46,,,
0.08,0.45,,,
0.23,1.55,,,
0.1,0.49,,,
0.09,0.24,,,
0.1,0.79,,,
0.09,0.76,,,
0.15,0.61,,,
0.1,0.49,,,
0.15,0.24,,,
0.15,0.75,,,
0.45,0.61,,,
0.15,0.49,,,
0.16,0.24,,,
0.26,0.76,,,
0.14,0.61,,,
0.09,0.24,,,
0.14,0.76,,,
0.15,0.24,,,
0.41,0.76,,,
0.14,0.24,,,
0.15,0.76,,,
0.25,0.09,,,
0.22,0.55,,,
0.22,0.56,,,
0.22,0.57,,,
0.23,0.58,,,
0.23,0.47,,,
0.22,0.47,,,
0.06,0.47,,,
0.06,1.55,,,
0.1,0.49,,,
0.06,0.24,,,
0.1,0.79,,,
0.06,0.76,,,
0.06,0.61,,,
0.08,0.49,,,
0.08,0.24,,,
0.06,0.76,,,
0.39,0.61,,,
0.06,0.49,,,
0.1,0.24,,,
0.36,0.76,,,
0.25,0.61,,,
0.08,0.23,,,
0.05,0.76,,,
0.26,0.24,,,
0.05,0.75,,,
0.08,0.23,,,
0.06,0.76,,,
0.06,0.1,,,
0.06,0.56,,,
0.1,0.58,,,
0.1,0.58,,,
0.1,0.58,,,
0.07,0.46,,,
0.06,0.46,,,
0.1,0.46,,,
0.11,1.56,,,
0.1,0.49,,,
0.07,0.24,,,
0.05,0.78,,,
0.09,0.75,,,
0.11,0.61,,,
0.1,0.49,,,
0.07,0.24,,,
0.25,0.75,,,
0.25,0.61,,,
0.09,0.49,,,
0.35,0.24,,,
0.25,0.75,,,
0.26,0.61,,,
0.09,0.24,,,
0.21,0.76,,,
0.25,0.24,,,
0.27,0.75,,,
0.09,0.24,,,
0.21,0.75,,,
0.09,0.09,,,
0.36,0.56,,,
0.26,0.56,,,
0.09,0.57,,,
0.21,0.57,,,
0.12,0.47,,,
0.22,0.47,,,
0.47,0.47,,,
0.08,1.55,,,
0.4,0.49,,,
0.08,0.24,,,
0.23,0.79,,,
0.12,0.76,,,
0.22,0.61,,,
0.47,0.49,,,
0.08,0.24,,,
0.4,0.76,,,
0.08,0.61,,,
0.22,0.49,,,
0.12,0.24,,,
0.23,0.75,,,
0.47,0.61,,,
0.08,0.24,,,
0.41,0.75,,,
0.08,0.23,,,
0.22,0.76,,,
0.1,0.24,,,
0.09,0.76,,,
0.1,0.1,,,
0.09,0.58,,,
0.15,0.57,,,
0.1,0.57,,,
0.15,0.55,,,
0.15,0.46,,,
0.44,0.46,,,
0.15,0.47,,,
0.16,1.56,,,
0.26,0.49,,,
0.14,0.23,,,
0.09,0.79,,,
0.14,0.76,,,
0.14,0.61,,,
0.41,0.49,,,
0.14,0.24,,,
0.15,0.75,,,
0.25,0.61,,,
0.22,0.49,,,
0.22,0.24,,,
0.23,0.76,,,
0.23,0.61,,,
0.22,0.24,,,
0.23,0.76,,,
0.06,0.24,,,
0.06,0.75,,,
0.1,0.24,,,
0.06,0.75,,,
0.1,0.09,,,
0.06,0.57,,,
0.06,0.56,,,
0.08,0.55,,,
0.08,0.56,,,
0.06,0.47,,,
0.38,0.46,,,
0.06,0.47,,,
0.1,1.56,,,
0.36,0.49,,,
0.25,0.24,,,
0.08,0.79,,,
0.06,0.76,,,
0.26,0.61,,,
0.05,0.49,,,
0.08,0.24,,,
0.05,0.75,,,
0.06,0.61,,,
0.06,0.49,,,
0.1,0.24,,,
0.1,0.75,,,
0.1,0.61,,,
0.07,0.23,,,
0.06,0.76,,,
0.1,0.24,,,
0.11,0.76,,,
0.1,0.24,,,
0.07,0.76,,,
0.06,0.09,,,
0.1,0.55,,,
0.11,0.58,,,
0.1,0.58,,,
0.07,0.59,,,
0.26,0.47,,,
0.25,0.46,,,
0.09,0.46,,,
0.36,1.55,,,
0.25,0.49,,,
0.27,0.24,,,
0.09,0.79,,,
0.21,0.75,,,
0.25,0.61,,,
0.27,0.49,,,
0.09,0.24,,,
0.21,0.75,,,
0.09,0.61,,,
0.37,0.49,,,
0.27,0.24,,,
0.09,0.75,,,
0.21,0.61,,,
0.12,0.24,,,
0.22,0.76,,,
0.47,0.24,,,
0.08,0.75,,,
0.4,0.24,,,
0.08,0.75,,,
0.22,0.09,,,
0.13,0.57,,,
0.22,0.57,,,
0.47,0.57,,,
0.08,0.56,,,
0.4,0.47,,,
0.08,0.47,,,
0.22,0.47,,,
0.13,1.55,,,
0.22,0.49,,,
0.47,0.24,,,
0.08,0.79,,,
0.41,0.76,,,
0.08,0.61,,,
0.23,0.49,,,
0.1,0.24,,,
0.09,0.75,,,
0.1,0.61,,,
0.09,0.49,,,
0.15,0.24,,,
0.1,0.76,,,
0.15,0.61,,,
0.15,0.24,,,
0.44,0.76,,,
0.15,0.24,,,
0.16,0.75,,,
0.26,0.24,,,
0.14,0.75,,,
0.09,0.1,,,
0.14,0.58,,,
0.14,0.57,,,
0.41,0.56,,,
0.14,0.55,,,
0.15,0.45,,,
0.25,0.46,,,
0.23,0.46,,,
0.22,1.55,,,
0.22,0.49,,,
0.22,0.24,,,
0.22,0.79,,,
0.22,0.76,,,
0.06,0.61,,,
0.06,0.49,,,
0.1,0.23,,,
0.06,0.76,,,
0.1,0.61,,,
0.06,0.49,,,
0.05,0.24,,,
0.08,0.75,,,
0.08,0.61,,,
0.06,0.24,,,
0.38,0.76,,,
0.06,0.24,,,
0.1,0.76,,,
0.37,0.24,,,
0.25,0.75,,,
0.08,0.09,,,
0.05,0.56,,,
0.26,0.57,,,
0.05,0.56,,,
0.08,0.57,,,
0.06,0.47,,,
0.06,0.45,,,
0.06,0.47,,,
0.1,1.55,,,
0.1,0.49,,,
0.1,0.24,,,
0.07,0.79,,,
0.06,0.76,,,
0.1,0.61,,,
0.11,0.49,,,
0.1,0.24,,,
0.07,0.76,,,
0.06,0.61,,,
0.1,0.49,,,
0.11,0.24,,,
0.1,0.75,,,
0.07,0.61,,,
0.25,0.24,,,
0.25,0.76,,,
0.09,0.24,,,
0.37,0.76,,,
0.25,0.24,,,
0.26,0.75,,,
0.09,0.1,,,
0.21,0.57,,,
0.26,0.54,,,
0.27,0.57,,,
0.09,0.57,,,
0.21,0.45,,,
0.09,0.46,,,
0.36,0.46,,,
0.27,1.55,,,
0.09,0.49,,,
0.21,0.24,,,
0.12,0.79,,,
0.22,0.76,,,
0.46,0.61,,,
0.08,0.49,,,
0.41,0.24,,,
0.08,0.76,,,
0.23,0.61,,,
0.13,0.49,,,
0.22,0.24,,,
0.47,0.76,,,
0.08,0.61,,,
0.41,0.24,,,
0.08,0.76,,,
0.22,0.24,,,
0.12,0.76,,,
0.22,0.24,,,
0.47,0.75,,,
0.08,0.09,,,
0.41,0.57,,,
0.08,0.56,,,
0.22,0.57,,,
0.1,0.56,,,
0.09,0.46,,,
0.1,0.47,,,
0.09,0.47,,,
0.15,1.55,,,
0.1,0.49,,,
0.15,0.24,,,
0.15,0.79,,,
0.45,0.75,,,
0.15,0.61,,,
0.16,0.49,,,
0.26,0.24,,,
0.14,0.76,,,
0.09,0.61,,,
0.14,0.49,,,
0.15,0.24,,,
0.41,0.76,,,
0.14,0.61,,,
0.15,0.24,,,
0.25,0.75,,,
0.22,0.24,,,
0.22,0.76,,,
0.23,0.24,,,
0.23,0.75,,,
0.23,0.1,,,
0.22,0.57,,,
0.06,0.58,,,
0.06,0.57,,,
0.1,0.56,,,
0.06,0.46,,,
0.1,0.46,,,
0.06,0.46,,,
0.06,1.55,,,
0.08,0.49,,,
0.08,0.24,,,
0.06,0.79,,,
0.38,0.75,,,
0.06,0.61,,,
0.1,0.49,,,
0.35,0.24,,,
0.25,0.75,,,
0.08,0.61,,,
0.05,0.49,,,
0.26,0.24,,,
0.05,0.76,,,
0.08,0.61,,,
0.06,0.24,,,
0.06,0.76,,,
0.06,0.24,,,
0.1,0.75,,,
0.1,0.24,,,
0.1,0.76,,,
0.07,0.09,,,
0.06,0.57,,,
0.1,0.57,,,
0.11,0.57,,,
0.1,0.57,,,
0.07,0.47,,,
0.06,0.47,,,
0.1,0.47,,,
0.11,1.55,,,
0.1,0.49,,,
0.07,0.24,,,
0.26,0.79,,,
0.25,0.76,,,
0.09,0.61,,,
0.36,0.49,,,
0.25,0.24,,,
0.26,0.76,,,
0.09,0.61,,,
0.21,0.49,,,
0.26,0.24,,,
0.26,0.75,,,
0.09,0.61,,,
0.21,0.24,,,
0.09,0.75,,,
0.36,0.24,,,
0.26,0.76,,,
0.09,0.24,,,
0.21,0.75,,,
0.12,0.1,,,
0.22,0.57,,,
0.46,0.58,,,
0.08,0.57,,,
0.41,0.59,,,
0.08,0.44,,,
0.22,0.45,,,
0.13,0.45,,,
0.22,1.55,,,
0.47,0.49,,,
0.08,0.24,,,
0.4,0.79,,,
0.08,0.76,,,
0.22,0.61,,,
0.13,0.49,,,
0.22,0.24,,,
0.47,0.76,,,
0.08,0.61,,,
0.41,0.49,,,
0.08,0.24,,,
0.22,0.76,,,
0.1,0.61,,,
0.09,0.24,,,
0.1,0.76,,,
0.09,0.24,,,
0.15,0.76,,,
0.1,0.24,,,
0.15,0.75,,,
0.15,0.09,,,
0.45,0.56,,,
0.15,0.57,,,
0.16,0.57,,,
0.26,0.57,,,
0.14,0.47,,,
0.09,0.47,,,
0.14,0.47,,,
0.15,1.56,,,
0.41,0.49,,,
0.14,0.24,,,
0.15,0.79,,,
0.25,0.76,,,
0.22,0.61,,,
0.22,0.49,,,
0.23,0.24,,,
0.23,0.75,,,
0.23,0.61,,,
0.22,0.49,,,
0.06,0.24,,,
0.06,0.76,,,
0.1,0.61,,,
0.06,0.24,,,
0.1,0.76,,,
0.06,0.24,,,
0.06,0.76,,,
0.08,0.24,,,
0.08,0.75,,,
0.06,0.1,,,
0.39,0.57,,,
0.06,0.56,,,
0.1,0.58,,,
0.36,0.58,,,
0.25,0.46,,,
0.08,0.46,,,
0.05,0.44,,,
0.26,1.56,,,
0.05,0.49,,,
0.08,0.24,,,
0.06,0.79,,,
0.05,0.76,,,
0.06,0.61,,,
0.1,0.49,,,
0.1,0.24,,,
0.1,0.75,,,
0.07,0.61,,,
0.06,0.49,,,
0.1,0.24,,,
0.11,0.75,,,
0.1,0.61,,,
0.07,0.24,,,
0.06,0.76,,,
0.1,0.24,,,
0.11,0.75,,,
0.1,0.24,,,
0.07,0.75,,,
0.25,0.1,,,
0.25,0.57,,,
0.09,0.57,,,
0.37,0.57,,,
0.25,0.57,,,
0.27,0.43,,,
0.09,0.45,,,
0.21,0.47,,,
0.25,1.55,,,
0.27,0.49,,,
0.09,0.24,,,
0.21,0.79,,,
0.09,0.76,,,
0.37,0.61,,,
0.26,0.49,,,
0.09,0.24,,,
0.21,0.76,,,
0.13,0.61,,,
0.23,0.49,,,
0.46,0.23,,,
0.08,0.76,,,
0.4,0.61,,,
0.08,0.24,,,
0.22,0.76,,,
0.12,0.24,,,
0.22,0.76,,,
0.46,0.24,,,
0.08,0.76,,,
0.4,0.09,,,
0.08,0.57,,,
0.22,0.57,,,
0.13,0.58,,,
0.22,0.58,,,
0.47,0.46,,,
0.08,0.45,,,
0.41,0.46,,,
0.08,1.55,,,
0.22,0.49,,,
0.1,0.24,,,
0.09,0.79,,,
0.1,0.75,,,
0.09,0.61,,,
0.15,0.48,,,
0.1,0.24,,,
0.15,0.75,,,
0.15,0.61,,,
0.44,0.49,,,
0.15,0.24,,,
0.16,0.75,,,
0.26,0.61,,,
0.14,0.23,,,
0.09,0.75,,,
0.14,0.24,,,
0.14,0.76,,,
0.41,0.24,,,
0.14,0.75,,,
0.15,0.1,,,
0.25,0.56,,,
0.23,0.55,,,
0.22,0.57,,,
0.22,0.57,,,
0.23,0.47,,,
0.23,0.44,,,
0.22,0.47,,,
0.06,1.55,,,
0.06,0.49,,,
0.1,0.23,,,
0.06,0.79,,,
0.1,0.76,,,
0.06,0.61,,,
0.06,0.49,,,
0.08,0.24,,,
0.08,0.76,,,
0.06,0.6,,,
0.39,0.49,,,
0.06,0.24,,,
0.1,0.76,,,
0.36,0.61,,,
0.25,0.24,,,
0.08,0.76,,,
0.05,0.24,,,
0.25,0.76,,,
0.05,0.23,,,
0.08,0.75,,,
0.06,0.1,,,
0.06,0.56,,,
0.06,0.57,,,
0.1,0.58,,,
0.1,0.57,,,
0.1,0.46,,,
0.07,0.44,,,
0.06,0.46,,,
0.1,1.56,,,
0.11,0.49,,,
0.1,0.24,,,
0.07,0.79,,,
0.06,0.76,,,
0.1,0.61,,,
0.11,0.49,,,
0.1,0.24,,,
0.07,0.75,,,
0.25,0.61,,,
0.25,0.49,,,
0.09,0.24,,,
0.36,0.75,,,
0.25,0.61,,,
0.27,0.24,,,
0.09,0.76,,,
0.21,0.24,,,
0.25,0.76,,,
0.27,0.24,,,
0.09,0.75,,,
0.21,0.1,,,
0.09,0.56,,,
0.37,0.57,,,
0.27,0.57,,,
0.09,0.57,,,
0.21,0.47,,,
0.13,0.46,,,
0.23,0.47,,,
0.47,1.55,,,
0.08,0.49,,,
0.4,0.24,,,
0.08,0.79,,,
0.23,0.76,,,
0.12,0.61,,,
0.22,0.49,,,
0.47,0.24,,,
0.08,0.76,,,
0.41,0.61,,,
0.08,0.49,,,
0.23,0.24,,,
0.13,0.76,,,
0.22,0.61,,,
0.47,0.24,,,
0.08,0.75,,,
0.41,0.24,,,
0.08,0.75,,,
0.23,0.23,,,
0.1,0.75,,,
0.09,0.1,,,
0.1,0.55,,,
0.09,0.58,,,
0.15,0.58,,,
0.1,0.58,,,
0.15,0.46,,,
0.15,0.45,,,
0.44,0.46,,,
0.15,1.56,,,
0.16,0.49,,,
0.26,0.24,,,
0.14,0.79,,,
0.09,0.75,,,
0.14,0.61,,,
0.15,0.49,,,
0.41,0.24,,,
0.14,0.75,,,
0.15,0.61,,,
0.25,0.49,,,
0.22,0.24,,,
0.22,0.75,,,
0.23,0.61,,,
0.22,0.24,,,
0.23,0.76,,,
0.22,0.24,,,
0.06,0.76,,,
0.06,0.23,,,
0.1,0.75,,,
0.06,0.1,,,
0.1,0.56,,,
0.06,0.58,,,
0.06,0.56,,,
0.08,0.58,,,
0.08,0.47,,,
0.06,0.45,,,
0.38,0.47,,,
0.06,1.55,,,
0.1,0.49,,,
0.36,0.24,,,
0.25,0.78,,,
0.08,0.76,,,
0.05,0.61,,,
0.26,0.49,,,
0.05,0.24,,,
0.08,0.75,,,
0.06,0.61,,,
0.06,0.49,,,
0.06,0.24,,,
0.1,0.75,,,
0.1,0.61,,,
0.1,0.24,,,
0.07,0.75,,,
0.06,0.24,,,
0.1,0.75,,,
0.1,0.24,,,
0.1,0.75,,,
0.07,0.1,,,
0.05,0.58,,,
0.1,0.57,,,
0.11,0.57,,,
0.09,0.59,,,
0.07,0.46,,,
0.25,0.46,,,
0.25,0.45,,,
0.09,1.56,,,
0.36,0.49,,,
0.25,0.24,,,
0.26,0.79,,,
0.09,0.75,,,
0.21,0.61,,,
0.26,0.49,,,
0.27,0.24,,,
0.09,0.76,,,
0.21,0.61,,,
0.09,0.49,,,
0.37,0.24,,,
0.27,0.75,,,
0.09,0.61,,,
0.21,0.23,,,
0.12,0.75,,,
0.22,0.24,,,
0.47,0.76,,,
0.08,0.23,,,
0.4,0.75,,,
0.08,0.1,,,
0.22,0.57,,,
0.13,0.56,,,
0.22,0.57,,,
0.47,0.57,,,
0.08,0.46,,,
0.4,0.47,,,
0.08,0.47,,,
0.22,1.55,,,
0.13,0.49,,,
0.22,0.24,,,
0.47,0.79,,,
0.08,0.76,,,
0.4,0.61,,,
0.08,0.49,,,
0.22,0.24,,,
0.1,0.76,,,
0.09,0.61,,,
0.1,0.49,,,
0.09,0.24,,,
0.15,0.76,,,
0.1,0.61,,,
0.15,0.23,,,
0.15,0.76,,,
0.45,0.24,,,
0.15,0.75,,,
0.16,0.24,,,
0.26,0.76,,,
0.14,0.1,,,
0.09,0.57,,,
0.14,0.56,,,
0.15,0.57,,,
0.41,0.57,,,
0.14,0.46,,,
0.15,0.46,,,
0.25,0.45,,,
0.22,1.55,,,
0.22,0.49,,,
0.22,0.24,,,
0.23,0.79,,,
0.22,0.76,,,
0.22,0.61,,,
0.06,0.49,,,
0.06,0.23,,,
0.1,0.76,,,
0.06,0.61,,,
0.1,0.49,,,
0.06,0.24,,,
0.06,0.75,,,
0.08,0.61,,,
0.08,0.24,,,
0.06,0.76,,,
0.39,0.24,,,
0.06,0.76,,,
0.1,0.24,,,
0.36,0.76,,,
0.25,0.09,,,
0.08,0.56,,,
0.05,0.57,,,
0.26,0.57,,,
0.05,0.54,,,
0.08,0.45,,,
0.06,0.47,,,
0.06,0.47,,,
0.06,1.55,,,
0.1,0.49,,,
0.1,0.24,,,
0.1,0.79,,,
0.07,0.76,,,
0.06,0.61,,,
0.1,0.49,,,
0.11,0.24,,,
0.1,0.76,,,
0.07,0.61,,,
0.06,0.49,,,
0.1,0.24,,,
0.11,0.76,,,
0.1,0.61,,,
0.07,0.23,,,
0.25,0.76,,,
0.25,0.24,,,
0.09,0.75,,,
0.37,0.24,,,
0.25,0.75,,,
0.27,0.1,,,
0.09,0.59,,,
0.21,0.58,,,
0.25,0.57,,,
0.27,0.58,,,
0.09,0.46,,,
0.21,0.46,,,
0.09,0.46,,,
0.36,1.55,,,
0.26,0.49,,,
0.09,0.24,,,
0.2,0.79,,,
0.13,0.76,,,
0.22,0.61,,,
0.46,0.49,,,
0.08,0.24,,,
0.4,0.75,,,
0.08,0.61,,,
0.22,0.49,,,
0.13,0.24,,,
0.22,0.76,,,
0.46,0.61,,,
0.08,0.23,,,
0.4,0.76,,,
0.08,0.24,,,
0.22,0.76,,,
0.13,0.24,,,
0.23,0.76,,,
0.47,0.09,,,
0.08,0.57,,,
0.4,0.57,,,
0.08,0.57,,,
0.23,0.57,,,
0.1,0.47,,,
0.09,0.47,,,
0.1,0.47,,,
0.09,1.55,,,
0.15,0.49,,,
0.1,0.24,,,
0.15,0.79,,,
0.15,0.76,,,
0.45,0.61,,,
0.15,0.49,,,
0.16,0.24,,,
0.26,0.75,,,
0.14,0.61,,,
0.09,0.49,,,
0.14,0.24,,,
0.15,0.76,,,
0.41,0.61,,,
0.14,0.24,,,
0.15,0.76,,,
0.25,0.24,,,
0.22,0.76,,,
0.22,0.24,,,
0.23,0.75,,,
0.23,0.1,,,
0.22,0.57,,,
0.23,0.58,,,
0.06,0.58,,,
0.06,0.58,,,
0.1,0.46,,,
0.06,0.45,,,
0.1,0.46,,,
0.06,1.55,,,
0.06,0.49,,,
0.08,0.24,,,
0.08,0.79,,,
0.06,0.75,,,
0.39,0.61,,,
0.06,0.49,,,
0.1,0.24,,,
0.37,0.75,,,
0.25,0.61,,,
0.08,0.49,,,
0.05,0.24,,,
0.26,0.75,,,
0.05,0.61,,,
0.08,0.24,,,
0.06,0.76,,,
0.06,0.24,,,
0.06,0.76,,,
0.1,0.24,,,
0.1,0.75,,,
0.1,0.09,,,
0.07,0.56,,,
0.06,0.56,,,
0.1,0.57,,,
0.11,0.57,,,
0.1,0.47,,,
0.07,0.47,,,
0.06,0.47,,,
0.1,1.55,,,
0.11,0.49,,,
0.1,0.24,,,
0.07,0.78,,,
0.25,0.76,,,
0.25,0.61,,,
0.09,0.49,,,
0.36,0.24,,,
0.25,0.75,,,
0.26,0.61,,,
0.09,0.49,,,
0.21,0.24,,,
0.26,0.76,,,
0.27,0.61,,,
0.09,0.23,,,
0.21,0.76,,,
0.09,0.24,,,
0.36,0.75,,,
0.26,0.24,,,
0.09,0.76,,,
0.21,0.1,,,
0.12,0.55,,,
0.23,0.58,,,
0.47,0.58,,,
0.08,0.57,,,
0.4,0.45,,,
0.08,0.46,,,
0.22,0.43,,,
0.13,1.55,,,
0.22,0.49,,,
0.47,0.24,,,
0.08,0.79,,,
0.4,0.76,,,
0.08,0.61,,,
0.22,0.49,,,
0.13,0.24,,,
0.23,0.75,,,
0.47,0.61,,,
0.08,0.49,,,
0.41,0.24,,,
0.08,0.75,,,
0.22,0.61,,,
0.1,0.23,,,
0.09,0.76,,,
0.1,0.24,,,
0.09,0.75,,,
0.15,0.23,,,
0.1,0.75,,,
0.15,0.09,,,
0.15,0.55,,,
0.45,0.57,,,
0.15,0.56,,,
0.16,0.58,,,
0.26,0.47,,,
0.14,0.47,,,
0.09,0.47,,,
0.14,1.55,,,
0.14,0.49,,,
0.41,0.24,,,
0.14,0.79,,,
0.15,0.76,,,
0.25,0.61,,,
0.22,0.49,,,
0.22,0.24,,,
0.23,0.76,,,
0.23,0.61,,,
0.23,0.49,,,
0.22,0.24,,,
0.06,0.75,,,
0.06,0.61,,,
0.1,0.24,,,
0.06,0.76,,,
0.09,0.23,,,
0.06,0.75,,,
0.06,0.24,,,
0.08,0.75,,,
0.08,0.09,,,
0.06,0.57,,,
0.39,0.57,,,
0.06,0.58,,,
0.1,0.58,,,
0.36,0.46,,,
0.25,0.47,,,
0.08,0.46,,,
0.05,1.55,,,
0.26,0.49,,,
0.05,0.24,,,
0.08,0.79,,,
0.06,0.76,,,
0.06,0.61,,,
0.06,0.49,,,
0.1,0.24,,,
0.1,0.76,,,
0.1,0.61,,,
0.07,0.49,,,
0.06,0.24,,,
0.1,0.76,,,
0.11,0.61,,,
0.1,0.24,,,
0.07,0.76,,,
0.05,0.24,,,
0.1,0.76,,,
0.11,0.24,,,
0.09,0.75,,,
0.07,0.09,,,
0.25,0.56,,,
0.25,0.57,,,
0.09,0.57,,,
0.36,0.58,,,
0.25,0.46,,,
0.26,0.47,,,
0.09,0.47,,,
0.21,1.55,,,
0.25,0.49,,,
0.27,0.24,,,
0.09,0.79,,,
0.21,0.76,,,
0.09,0.61,,,
0.36,0.49,,,
0.26,0.24,,,
0.09,0.76,,,
0.21,0.61,,,
0.13,0.49,,,
0.22,0.24,,,
0.47,0.75,,,
0.08,0.61,,,
0.4,0.24,,,
0.08,0.76,,,
0.22,0.23,,,
0.12,0.76,,,
0.23,0.24,,,
0.47,0.75,,,
0.08,0.1,,,
0.41,0.58,,,
0.08,0.58,,,
0.22,0.58,,,
0.13,0.58,,,
0.22,0.46,,,
0.46,0.46,,,
0.08,0.45,,,
0.41,1.55,,,
0.08,0.49,,,
0.22,0.24,,,
0.1,0.79,,,
0.09,0.75,,,
0.1,0.61,,,
0.09,0.49,,,
0.15,0.24,,,
0.1,0.75,,,
0.15,0.61,,,
0.15,0.49,,,
0.44,0.24,,,
0.15,0.75,,,
0.16,0.61,,,
0.26,0.24,,,
0.14,0.76,,,
0.09,0.24,,,
0.14,0.75,,,
0.14,0.24,,,
0.41,0.75,,,
0.14,0.1,,,
0.14,0.57,,,
0.25,0.56,,,
0.22,0.57,,,
0.22,0.57,,,
0.22,0.45,,,
0.23,0.47,,,
0.22,0.46,,,
0.23,1.55,,,
0.06,0.49,,,
0.06,0.24,,,
0.1,0.79,,,
0.06,0.75,,,
0.1,0.61,,,
0.06,0.49,,,
0.06,0.24,,,
0.08,0.76,,,
0.08,0.61,,,
0.06,0.49,,,
0.39,0.24,,,
0.06,0.76,,,
0.1,0.61,,,
0.36,0.24,,,
0.25,0.76,,,
0.08,0.24,,,
0.05,0.75,,,
0.26,0.24,,,
0.05,0.75,,,
0.08,0.1,,,
0.06,0.58,,,
0.06,0.57,,,
0.06,0.58,,,
0.1,0.57,,,
0.1,0.47,,,
0.1,0.45,,,
0.07,0.46,,,
0.06,1.55,,,
0.1,0.49,,,
0.1,0.24,,,
0.1,0.79,,,
0.07,0.76,,,
0.06,0.61,,,
0.1,0.49,,,
0.11,0.24,,,
0.1,0.75,,,
0.07,0.61,,,
0.25,0.49,,,
0.25,0.24,,,
0.09,0.76,,,
0.35,0.61,,,
0.25,0.24,,,
0.26,0.76,,,
0.09,0.24,,,
0.21,0.75,,,
0.26,0.24,,,
0.27,0.75,,,
0.09,0.09,,,
0.21,0.57,,,
0.09,0.57,,,
0.38,0.57,,,
0.27,0.57,,,
0.09,0.46,,,
0.21,0.47,,,
0.13,0.46,,,
0.22,1.55,,,
0.47,0.49,,,
0.08,0.24,,,
0.4,0.79,,,
0.08,0.76,,,
0.22,0.61,,,
0.13,0.49,,,
0.22,0.24,,,
0.47,0.75,,,
0.08,0.61,,,
0.41,0.49,,,
0.08,0.24,,,
0.23,0.76,,,
0.13,0.61,,,
0.22,0.23,,,
0.47,0.75,,,
0.08,0.24,,,
0.4,0.75,,,
0.08,0.23,,,
0.22,0.75,,,
0.1,0.1,,,
0.09,0.57,,,
0.1,0.58,,,
0.09,0.58,,,
0.15,0.58,,,
0.1,0.46,,,
0.15,0.46,,,
0.15,0.46,,,
0.45,1.55,,,
0.15,0.49,,,
0.16,0.23,,,
0.26,0.79,,,
0.14,0.76,,,
0.09,0.61,,,
0.14,0.49,,,
0.14,0.24,,,
0.41,0.76,,,
0.14,0.61,,,
0.15,0.49,,,
0.25,0.24,,,
0.22,0.76,,,
0.22,0.61,,,
0.22,0.24,,,
0.22,0.76,,,
0.22,0.24,,,
0.22,0.76,,,
0.06,0.24,,,
0.06,0.75,,,
0.1,0.1,,,
0.06,0.57,,,
0.1,0.56,,,
0.06,0.57,,,
0.06,0.56,,,
0.08,0.47,,,
0.08,0.47,,,
0.06,0.47,,,
0.38,1.56,,,
0.06,0.49,,,
0.1,0.24,,,
0.36,0.78,,,
0.25,0.75,,,
0.08,0.61,,,
0.06,0.49,,,
0.26,0.24,,,
0.05,0.76,,,
0.08,0.61,,,
0.06,0.49,,,
0.06,0.24,,,
0.06,0.75,,,
0.1,0.61,,,
0.1,0.23,,,
0.1,0.75,,,
0.07,0.24,,,
0.06,0.76,,,
0.1,0.24,,,
0.11,0.75,,,
0.1,0.1,,,
0.07,0.58,,,
0.06,0.58,,,
0.09,0.57,,,
0.11,0.58,,,
0.1,0.46,,,
0.07,0.46,,,
0.25,0.45,,,
0.25,1.55,,,
0.09,0.49,,,
0.36,0.23,,,
0.25,0.79,,,
0.27,0.75,,,
0.09,0.61,,,
0.21,0.49,,,
0.25,0.24,,,
0.26,0.76,,,
0.09,0.61,,,
0.22,0.49,,,
0.09,0.24,,,
0.37,0.76,,,
0.26,0.61,,,
0.09,0.24,,,
0.21,0.76,,,
0.12,0.24,,,
0.23,0.76,,,
0.47,0.24,,,
0.08,0.75,,,
0.4,0.1,,,
0.08,0.58,,,
0.22,0.57,,,
0.13,0.58,,,
0.23,0.56,,,
0.47,0.47,,,
0.08,0.47,,,
0.4,0.47,,,
0.08,1.55,,,
0.23,0.49,,,
0.12,0.24,,,
0.22,0.79,,,
0.47,0.76,,,
0.08,0.61,,,
0.41,0.49,,,
0.08,0.24,,,
0.23,0.76,,,
