vectorized_elementwise_kernel,elementwise_kernel,reduce_kernel,unrolled_elementwise_kernel,index_elementwise_kernel
0.22,0.74,0.67,0.75,0.19
0.22,0.24,0.67,0.74,0.2
0.22,0.76,0.67,0.75,0.19
0.59,0.23,0.67,0.74,0.2
0.22,0.75,0.67,0.75,0.19
0.22,0.23,0.67,0.75,0.2
0.23,0.75,0.67,0.74,0.19
0.22,0.23,0.67,0.75,0.2
0.22,0.76,0.67,0.74,0.19
0.22,0.23,0.67,0.74,0.2
0.59,0.75,0.67,0.75,0.19
0.22,0.23,0.67,0.74,0.2
0.22,0.75,0.67,0.75,0.19
0.22,0.24,0.67,0.74,0.2
0.22,0.76,0.67,0.75,0.19
0.22,0.24,0.67,0.74,0.2
0.22,0.75,0.67,0.74,0.19
0.59,0.24,0.67,0.75,0.2
0.22,0.74,0.67,0.74,0.18
0.22,0.23,0.67,0.74,0.2
0.23,0.76,0.67,0.74,0.19
0.22,0.24,0.67,0.74,0.2
0.23,0.75,0.67,0.75,0.19
0.22,0.24,0.67,0.74,0.2
0.59,0.75,0.67,0.75,0.19
0.22,0.23,0.67,0.75,0.2
0.23,0.76,0.67,0.74,0.19
0.22,0.23,0.67,0.74,0.2
0.23,0.75,0.67,0.74,0.19
0.23,0.24,0.67,0.75,0.2
0.22,0.75,0.67,0.74,0.19
0.59,0.24,0.67,0.75,0.2
0.22,0.76,0.67,0.75,0.19
0.22,0.24,0.67,0.74,0.2
0.23,0.75,0.67,0.75,0.19
0.22,0.23,0.67,0.74,0.2
0.23,0.75,0.67,0.74,0.19
0.22,0.24,0.67,0.75,0.2
0.59,0.76,0.67,0.74,0.19
0.22,0.24,0.67,0.74,0.2
0.22,0.75,0.67,0.74,0.19
0.22,0.24,0.67,0.75,0.2
0.22,0.75,0.67,0.74,0.19
0.22,0.24,0.67,0.74,0.2
0.22,0.76,0.67,0.74,0.19
0.59,0.24,0.67,0.74,0.2
0.22,0.75,0.67,0.75,0.19
0.22,0.24,0.67,0.75,0.2
0.22,0.75,0.67,0.74,0.19
0.22,0.24,0.67,0.74,0.2
0.22,0.76,0.67,0.74,0.18
0.23,0.24,0.67,0.74,0.2
0.59,0.75,0.67,0.74,0.19
0.22,0.23,0.67,0.75,0.2
0.22,0.75,0.67,0.74,0.19
0.22,0.24,0.67,0.75,0.2
0.22,0.76,0.67,0.74,0.19
0.22,0.24,0.67,0.74,0.2
0.22,0.76,0.67,0.74,0.19
0.59,0.24,0.67,0.74,0.2
0.22,0.75,0.67,0.74,0.19
0.22,0.24,0.67,0.75,0.2
0.22,0.76,0.67,0.75,0.19
0.23,0.24,0.67,0.74,0.2
0.22,0.75,0.67,0.75,0.19
0.22,0.24,0.67,0.75,0.2
0.59,0.75,0.67,0.74,0.19
0.23,0.24,0.67,0.74,0.2
0.22,0.76,0.67,0.74,0.19
0.22,0.23,0.67,0.75,0.2
0.22,0.75,0.67,0.74,0.19
0.23,0.24,0.67,0.75,0.2
0.22,0.75,0.67,0.75,0.19
0.59,0.23,0.67,0.75,0.2
0.23,0.76,0.67,0.74,0.19
0.22,0.23,0.67,0.75,0.2
0.22,0.75,0.67,0.74,0.19
0.23,0.24,0.67,0.75,0.2
0.22,0.75,0.67,0.74,0.19
0.22,0.24,0.67,0.75,0.2
0.59,0.76,0.67,0.75,0.19
0.23,0.24,0.67,0.75,0.2
0.22,0.75,0.67,0.74,0.18
0.22,0.24,0.67,0.74,0.2
0.22,0.76,0.67,0.75,0.19
0.22,0.24,0.67,0.74,0.2
0.23,0.76,0.67,0.74,0.19
0.59,0.24,0.67,0.75,0.2
0.22,0.75,0.67,0.74,0.18
0.22,0.24,0.67,0.74,0.2
0.23,0.75,0.67,0.74,0.19
0.22,0.24,0.67,0.75,0.2
0.23,0.76,0.67,0.74,0.19
0.22,0.24,0.67,0.75,0.2
0.59,0.75,0.67,0.74,0.19
0.22,0.24,0.67,0.75,0.2
0.22,0.75,0.67,0.74,0.19
0.22,0.24,0.67,0.75,0.2
0.22,0.76,0.67,0.74,0.18
0.22,0.24,0.67,0.75,0.2
0.22,0.75,0.67,0.74,0.19
0.59,0.24,0.67,0.74,0.2
0.22,0.75,0.67,0.74,0.18
0.22,0.24,0.67,0.75,0.2
0.23,0.76,0.67,0.74,0.19
0.22,0.23,0.67,0.75,0.2
0.22,0.75,0.67,0.74,0.19
0.22,0.24,0.67,0.75,0.2
0.59,0.75,0.67,0.74,0.19
0.22,0.24,0.67,0.75,0.2
0.22,0.76,0.68,0.74,0.18
0.22,0.24,0.67,0.75,0.2
0.22,0.75,0.67,0.74,0.19
0.22,0.24,0.67,0.75,0.2
0.23,0.75,0.67,0.74,0.19
0.59,0.23,0.67,0.75,0.2
0.22,0.75,0.67,0.75,0.19
0.22,0.24,0.67,0.75,0.2
0.22,0.75,0.67,0.74,0.18
0.22,0.24,0.67,0.74,0.2
0.23,0.75,0.67,0.74,0.18
0.22,0.24,0.67,0.74,0.2
0.58,0.75,0.67,0.75,0.19
0.23,0.23,0.67,0.75,0.2
0.22,0.75,0.67,0.75,0.19
0.22,0.24,0.67,0.74,0.2
0.23,0.75,0.67,0.74,0.18
0.23,0.24,0.67,0.75,0.2
0.22,0.76,0.67,0.74,0.18
0.59,0.24,0.67,0.74,0.2
0.23,0.75,0.67,0.74,0.18
0.23,0.24,0.67,0.75,0.2
0.23,0.75,0.67,0.75,0.19
0.22,0.24,0.67,0.75,0.2
0.22,0.76,0.67,0.74,0.18
0.22,0.24,0.67,0.74,0.2
0.59,0.75,0.67,0.74,0.19
0.22,0.24,0.67,0.74,0.2
0.22,0.75,0.67,0.74,0.19
0.22,0.24,0.67,0.74,0.2
0.22,0.76,0.67,0.74,0.18
0.22,0.24,0.67,0.74,0.2
0.22,0.75,0.67,0.75,0.19
0.59,0.24,0.62,0.74,0.2
0.23,0.75,0.61,0.75,0.18
0.22,0.24,0.62,0.74,0.2
0.22,0.76,0.92,0.74,0.19
0.22,0.23,0.92,0.75,0.2
0.22,0.75,0.81,0.74,0.18
0.23,0.24,0.48,0.75,0.2
0.59,0.75,0.49,0.74,0.19
0.22,0.24,0.48,0.74,0.19
0.22,0.76,0.67,0.74,0.18
0.22,0.24,0.62,0.75,0.2
0.23,0.75,0.61,0.74,0.18
0.22,0.24,0.6,0.75,0.2
0.22,0.75,0.91,0.74,0.19
0.59,0.24,0.91,0.75,0.2
0.23,0.76,0.81,0.75,0.19
0.22,0.24,0.49,0.75,0.2
0.23,0.75,0.48,0.75,0.19
0.22,0.24,0.48,0.74,0.2
0.23,0.75,0.67,0.74,0.19
0.22,0.24,0.62,0.75,0.2
0.59,0.76,0.61,0.74,0.19
0.23,0.24,0.61,0.74,0.2
0.22,0.75,0.91,0.74,0.19
0.23,0.24,0.92,0.74,0.2
0.22,0.75,0.81,0.75,0.18
0.22,0.24,0.49,0.75,0.2
0.22,0.76,0.49,0.74,0.18
0.59,0.24,0.49,0.74,0.2
0.22,0.76,0.67,0.74,0.18
0.23,0.24,0.6,0.75,0.2
0.22,0.75,0.61,0.75,0.18
0.23,0.24,0.62,0.75,0.2
0.23,0.76,0.92,0.74,0.19
0.22,0.24,0.93,0.74,0.2
0.59,0.75,0.81,0.74,0.19
0.22,0.24,0.49,0.74,0.2
0.22,0.75,0.49,0.75,0.19
0.22,0.24,0.48,0.74,0.2
0.22,0.76,0.67,0.74,0.18
0.22,0.23,0.61,0.75,0.2
0.23,0.75,0.62,0.74,0.19
0.59,0.24,0.61,0.74,0.2
0.22,0.75,0.91,0.74,0.19
0.22,0.24,0.93,0.75,0.2
0.22,0.76,0.79,0.74,0.19
0.22,0.24,0.48,0.75,0.2
0.22,0.75,0.49,0.74,0.19
0.22,0.24,0.49,0.74,0.2
0.59,0.75,0.67,0.74,0.19
0.23,0.23,0.61,0.74,0.2
0.22,0.76,0.61,0.75,0.19
0.23,0.24,0.62,0.74,0.2
0.22,0.75,0.91,0.75,0.19
0.23,0.24,0.93,0.75,0.2
0.22,0.75,0.81,0.75,0.19
0.59,0.24,0.49,0.74,0.2
0.23,0.76,0.49,0.75,0.19
0.22,0.24,0.49,0.75,0.2
0.22,0.75,0.67,0.74,0.19
0.22,0.24,0.61,0.75,0.2
0.22,0.75,0.59,0.75,0.19
0.22,0.24,0.61,0.74,0.2
0.59,0.76,0.92,0.75,0.19
0.22,0.23,0.91,0.74,0.2
0.22,0.75,0.8,0.75,0.18
0.23,0.24,0.49,0.74,0.2
0.22,0.74,0.49,0.75,0.18
0.22,0.24,0.48,0.74,0.2
0.22,0.76,0.67,0.74,0.18
0.59,0.24,0.61,0.74,0.2
0.22,0.75,0.62,0.74,0.18
0.22,0.24,0.62,0.75,0.2
0.22,0.75,0.92,0.75,0.19
0.22,0.23,0.91,0.74,0.2
0.22,0.76,0.81,0.75,0.18
0.22,0.23,0.49,0.75,0.2
0.59,0.75,0.48,0.74,0.19
0.22,0.24,0.48,0.75,0.2
0.22,0.75,0.67,0.74,0.18
0.22,0.24,0.62,0.75,0.2
0.22,0.75,0.61,0.75,0.19
0.22,0.24,0.61,0.75,0.2
0.22,0.75,0.93,0.75,0.19
0.59,0.24,0.93,0.74,0.2
0.22,0.75,0.81,0.74,0.18
0.23,0.24,0.49,0.75,0.2
0.22,0.76,0.48,0.74,0.19
0.22,0.24,0.49,0.75,0.2
0.22,0.75,0.67,0.74,0.19
0.22,0.24,0.62,0.74,0.2
0.58,0.75,0.61,0.74,0.18
0.22,0.23,0.61,0.74,0.2
0.22,0.76,0.92,0.74,0.18
0.22,0.24,0.93,0.75,0.2
0.22,0.75,0.81,0.74,0.18
0.23,0.24,0.48,0.75,0.2
0.22,0.75,0.48,0.75,0.19
0.59,0.23,0.48,0.75,0.2
0.22,0.76,0.67,0.75,0.19
0.22,0.24,0.61,0.75,0.2
0.22,0.75,0.61,0.74,0.18
0.22,0.24,0.6,0.75,0.2
0.22,0.75,0.93,0.74,0.19
0.22,0.24,0.93,0.74,0.2
0.58,0.76,0.8,0.74,0.19
0.22,0.24,0.48,0.75,0.2
0.22,0.75,0.49,0.74,0.18
0.22,0.24,0.49,0.74,0.2
0.22,0.75,0.67,0.75,0.19
0.22,0.24,0.61,0.75,0.2
0.22,0.75,0.61,0.74,0.18
0.59,0.24,0.61,0.75,0.2
0.23,0.75,0.93,0.74,0.19
0.22,0.24,0.9,0.75,0.2
0.22,0.75,0.81,0.74,0.19
0.22,0.24,0.49,0.75,0.2
0.22,0.76,0.49,0.74,0.18
0.22,0.24,0.48,0.74,0.2
0.59,0.75,0.67,0.75,0.18
0.22,0.24,0.62,0.74,0.2
0.22,0.75,0.61,0.75,0.19
0.22,0.24,0.61,0.74,0.2
0.23,0.76,0.93,0.75,0.18
0.22,0.24,0.92,0.74,0.2
0.22,0.75,0.81,0.74,0.19
0.59,0.24,0.48,0.75,0.2
0.22,0.74,0.48,0.74,0.19
0.22,0.24,0.49,0.75,0.2
0.23,0.75,0.67,0.74,0.19
0.22,0.24,0.61,0.75,0.2
0.23,0.75,0.61,0.74,0.18
0.22,0.24,0.61,0.75,0.2
0.59,0.75,0.91,0.75,0.19
0.22,0.24,0.9,0.75,0.2
0.22,0.76,0.81,0.74,0.19
0.23,0.24,0.48,0.75,0.2
0.23,0.75,0.48,0.74,0.18
0.22,0.24,0.48,0.75,0.19
0.22,0.75,0.67,0.75,0.19
0.59,0.23,0.6,0.75,0.2
0.22,0.76,0.62,0.74,0.19
0.22,0.24,0.62,0.75,0.2
0.22,0.75,0.94,0.75,0.18
0.22,0.24,0.9,0.74,0.2
0.22,0.75,0.8,0.74,0.18
0.22,0.24,0.49,0.74,0.2
0.59,0.76,0.48,0.74,0.18
0.23,0.24,0.48,0.75,0.2
0.23,0.75,0.67,0.74,0.18
0.23,0.23,0.61,0.75,0.2
0.23,0.75,0.61,0.74,0.18
0.23,0.24,0.6,0.75,0.2
0.22,0.76,0.9,0.75,0.18
0.59,0.23,0.93,0.75,0.2
0.22,0.75,0.8,0.74,0.19
0.22,0.24,0.49,0.74,0.2
0.22,0.75,0.48,0.74,0.19
0.22,0.24,0.49,0.74,0.2
0.22,0.76,0.67,0.74,0.18
0.23,0.23,0.6,0.74,0.2
0.58,0.75,0.61,0.74,0.18
0.22,0.24,0.61,0.75,0.2
0.22,0.75,0.93,0.74,0.18
0.22,0.23,0.93,0.74,0.2
0.23,0.76,0.8,0.74,0.18
0.22,0.24,0.48,0.75,0.2
0.23,0.75,0.49,0.74,0.18
0.58,0.24,0.48,0.75,0.2
0.23,0.75,0.67,0.75,0.18
0.22,0.24,0.61,0.74,0.2
0.23,0.76,0.6,0.75,0.19
0.22,0.24,0.62,0.74,0.2
0.22,0.75,0.92,0.75,0.18
0.22,0.24,0.93,0.74,0.2
0.59,0.75,0.81,0.75,0.18
0.22,0.24,0.48,0.74,0.2
0.22,0.75,0.48,0.74,0.18
0.22,0.24,0.49,0.75,0.2
0.22,0.75,0.67,0.74,0.18
0.22,0.24,0.61,0.75,0.2
0.22,0.75,0.61,0.74,0.18
0.59,0.24,0.6,0.75,0.2
0.23,0.76,0.93,0.75,0.19
0.22,0.24,0.93,0.74,0.2
0.23,0.75,0.8,0.75,0.19
0.22,0.24,0.48,0.75,0.2
0.23,0.75,0.49,0.74,0.18
0.22,0.24,0.49,0.74,0.2
0.59,0.76,0.67,0.74,0.18
0.22,0.24,0.62,0.75,0.2
0.22,0.75,0.62,0.75,0.19
0.22,0.24,0.61,0.75,0.2
0.23,0.75,0.91,0.74,0.18
0.22,0.24,0.93,0.75,0.2
0.22,0.76,0.81,0.74,0.18
0.59,0.24,0.49,0.75,0.2
0.23,0.75,0.48,0.74,0.18
0.22,0.24,0.49,0.75,0.2
0.22,0.75,0.67,0.74,0.18
0.23,0.23,0.61,0.75,0.2
0.23,0.76,0.61,0.75,0.19
0.22,0.24,0.61,0.74,0.2
0.58,0.75,0.93,0.74,0.18
0.23,0.24,0.93,0.74,0.2
0.22,0.75,0.8,0.75,0.18
0.22,0.24,0.48,0.74,0.2
0.22,0.75,0.49,0.74,0.18
0.22,0.24,0.48,0.75,0.2
0.22,0.75,0.67,0.74,0.19
0.59,0.24,0.61,0.74,0.2
0.23,0.75,0.61,0.75,0.19
0.22,0.24,0.61,0.75,0.2
0.22,0.76,0.93,0.75,0.18
0.23,0.24,0.93,0.75,0.2
0.22,0.75,0.81,0.74,0.18
0.22,0.24,0.49,0.74,0.2
0.59,0.75,0.49,0.74,0.19
0.22,0.24,0.49,0.75,0.2
0.22,0.76,0.67,0.74,0.19
0.22,0.23,0.61,0.75,0.2
0.22,0.75,0.61,0.74,0.18
0.23,0.24,0.61,0.74,0.2
0.22,0.75,0.93,0.74,0.18
0.58,0.24,0.93,0.74,0.2
0.23,0.76,0.81,0.74,0.19
0.22,0.24,0.48,0.75,0.2
0.22,0.75,0.48,0.74,0.19
0.22,0.24,0.49,0.75,0.2
0.22,0.75,0.67,0.75,0.19
0.22,0.24,0.61,0.74,0.2
0.59,0.76,0.61,0.75,0.19
0.22,0.24,0.61,0.75,0.2
0.22,0.75,0.92,0.75,0.18
0.23,0.24,0.93,0.75,0.2
0.22,0.75,0.81,0.75,0.18
0.22,0.24,0.48,0.75,0.2
0.22,0.76,0.48,0.74,0.19
0.59,0.24,0.49,0.74,0.2
0.23,0.75,0.67,0.75,0.18
0.22,0.24,0.61,0.75,0.2
0.22,0.75,0.61,0.75,0.19
0.23,0.24,0.62,0.74,0.2
0.23,0.76,0.92,0.74,0.18
0.22,0.23,0.91,0.74,0.2
0.59,0.75,0.81,0.74,0.18
0.22,0.24,0.48,0.75,0.2
0.22,0.75,0.49,0.74,0.18
0.22,0.24,0.48,0.75,0.2
0.22,0.76,0.67,0.74,0.18
0.22,0.24,0.62,0.75,0.2
0.22,0.75,0.61,0.74,0.18
0.59,0.24,0.61,0.75,0.2
0.22,0.75,0.91,0.75,0.18
0.22,0.23,0.93,0.74,0.2
0.22,0.76,0.8,0.74,0.19
0.22,0.24,0.48,0.75,0.2
0.22,0.75,0.48,0.75,0.19
0.22,0.24,0.48,0.75,0.2
0.59,0.75,0.67,0.74,0.18
0.22,0.24,0.61,0.75,0.2
0.22,0.76,0.61,0.75,0.18
0.22,0.23,0.61,0.74,0.2
0.22,0.75,0.93,0.75,0.18
0.22,0.24,0.92,0.74,0.2
0.23,0.75,0.81,0.74,0.19
0.59,0.24,0.48,0.75,0.2
0.22,0.76,0.48,0.74,0.18
0.22,0.24,0.49,0.75,0.2
0.22,0.75,0.67,0.74,0.19
0.22,0.24,0.61,0.75,0.2
0.22,0.75,0.61,0.74,0.18
0.22,0.23,0.61,0.74,0.2
0.58,0.76,0.92,0.74,0.19
0.22,0.24,0.93,0.75,0.2
0.22,0.75,0.8,0.74,0.18
0.23,0.23,0.48,0.75,0.2
0.22,0.75,0.49,0.74,0.19
0.22,0.24,0.49,0.75,0.2
0.22,0.75,0.67,0.75,0.18
0.59,0.24,0.62,0.75,0.2
0.23,0.75,0.62,0.75,0.19
0.22,0.24,0.61,0.74,0.2
0.23,0.75,0.92,0.74,0.18
0.22,0.24,0.92,0.75,0.2
0.22,0.76,0.81,0.74,0.18
0.23,0.24,0.49,0.75,0.2
0.59,0.75,0.48,0.74,0.19
0.22,0.24,0.49,0.75,0.2
0.23,0.75,0.67,0.74,0.19
0.23,0.24,0.61,0.74,0.2
0.22,0.76,0.62,0.75,0.18
0.22,0.24,0.61,0.74,0.2
0.23,0.75,0.93,0.75,0.17
0.59,0.24,0.93,0.75,0.2
0.22,0.75,0.81,0.74,0.18
0.22,0.24,0.48,0.74,0.19
0.22,0.75,0.48,0.75,0.19
0.22,0.24,0.49,0.75,0.31
0.22,0.75,0.67,0.75,0.31
0.22,0.24,0.61,0.74,0.31
0.59,0.75,0.61,0.74,0.59
0.22,0.24,0.61,0.74,0.59
0.22,0.75,0.91,0.75,0.59
0.22,0.23,0.92,0.75,0.59
0.22,0.75,0.81,0.74,0.59
0.23,0.24,0.48,0.75,0.59
0.22,0.75,0.49,0.74,0.59
0.59,0.23,0.48,0.75,0.6
0.23,0.76,0.67,0.74,0.59
0.22,0.24,0.6,0.74,0.59
0.22,0.75,0.6,0.74,0.59
0.22,0.23,0.62,0.75,0.59
0.22,0.75,0.93,0.74,0.6
0.22,0.24,0.92,0.75,0.6
0.59,0.76,0.81,0.75,0.59
0.22,0.24,0.49,0.75,0.59
0.22,0.75,0.48,0.74,0.59
0.22,0.24,0.48,0.75,0.59
0.23,0.75,0.67,0.74,0.59
0.23,0.24,0.62,0.75,0.59
0.22,0.76,0.61,0.74,0.59
0.59,0.24,0.61,0.75,0.59
0.23,0.75,0.93,0.74,0.6
0.22,0.24,0.92,0.75,0.59
0.22,0.75,0.8,0.74,0.59
0.22,0.24,0.48,0.75,0.59
0.22,0.76,0.48,0.74,0.59
0.22,0.24,0.48,0.74,0.59
0.59,0.75,0.67,0.75,0.59
0.22,0.24,0.62,0.75,0.59
0.22,0.75,0.61,0.75,0.59
0.22,0.24,0.61,0.74,0.6
0.22,0.76,0.91,0.74,0.59
0.22,0.24,0.94,0.75,0.59
0.22,0.75,0.81,0.74,0.59
0.59,0.24,0.49,0.74,0.59
0.22,0.75,0.48,0.74,0.59
0.22,0.24,0.49,0.75,0.59
0.23,0.76,0.67,0.74,0.59
0.22,0.24,0.61,0.75,0.59
0.22,0.75,0.62,0.75,0.59
0.22,0.24,0.61,0.75,0.59
0.59,0.75,0.92,0.74,0.59
0.23,0.24,0.92,0.75,0.59
0.22,0.75,0.8,0.74,0.59
0.23,0.24,0.49,0.74,0.59
0.22,0.75,0.48,0.74,0.59
0.22,0.24,0.48,0.74,0.59
0.22,0.75,0.67,0.74,0.59
0.59,0.24,0.61,0.74,0.6
0.22,0.75,0.62,0.74,0.59
0.22,0.24,0.61,0.74,0.6
0.22,0.75,0.93,0.74,0.6
0.22,0.24,0.93,0.74,0.59
0.22,0.75,0.81,0.75,0.59
0.23,0.24,0.48,0.74,0.6
0.59,0.76,0.48,0.74,0.59
0.22,0.24,0.49,0.75,0.59
0.22,0.75,0.67,0.74,0.6
0.22,0.24,0.61,0.75,0.59
0.22,0.75,0.61,0.74,0.59
0.22,0.24,0.62,0.74,0.6
0.22,0.76,0.92,0.74,0.59
0.59,0.23,0.93,0.74,0.59
0.22,0.75,0.8,0.74,0.59
0.22,0.24,0.49,0.74,0.58
0.22,0.75,0.48,0.74,0.59
0.23,0.24,0.48,0.75,0.6
0.22,0.76,0.67,0.74,0.59
0.22,0.24,0.61,0.75,0.59
0.58,0.75,0.61,0.74,0.6
0.22,0.24,0.61,0.74,0.59
0.22,0.75,0.92,0.75,0.59
0.22,0.24,0.93,0.75,0.59
0.23,0.76,0.81,0.75,0.59
0.22,0.23,0.48,0.74,0.59
0.22,0.75,0.48,0.74,0.6
0.59,0.24,0.48,0.75,0.59
0.23,0.75,0.67,0.74,0.59
0.22,0.24,0.61,0.75,0.59
0.22,0.76,0.62,0.74,0.59
0.23,0.24,0.61,0.75,0.59
0.23,0.75,0.92,0.74,0.59
0.22,0.24,0.92,0.74,0.59
0.59,0.75,0.81,0.74,0.59
0.22,0.24,0.48,0.74,0.6
0.22,0.76,0.48,0.74,0.59
0.23,0.24,0.48,0.75,0.59
0.22,0.75,0.67,0.74,0.59
0.23,0.24,0.61,0.75,0.59
0.22,0.75,0.61,0.74,0.59
0.59,0.24,0.62,0.74,0.59
0.23,0.76,0.93,0.74,0.6
