vectorized_elementwise_kernel,elementwise_kernel,reduce_kernel,unrolled_elementwise_kernel,index_elementwise_kernel
99.89,76.72,20.51,33.51,17.9
99.89,55.97,7.87,33.51,14.63
99.89,75.98,7.45,33.49,18.24
50.08,56.63,7.45,33.51,14.63
99.89,76.15,10.1,33.51,17.65
99.89,56.7,10.08,33.51,14.64
99.89,76.69,10.39,33.51,19.1
99.89,56.43,32.49,33.49,14.63
99.89,75.61,33.18,33.51,17.87
99.87,57.21,32.12,33.49,14.59
50.08,76.14,20.44,33.51,17.38
99.82,56.32,7.46,33.51,14.6
99.89,76.47,7.44,33.51,17.39
99.89,57.12,7.46,33.51,14.61
99.89,76.97,10.12,33.51,16.4
99.89,56.36,10.11,33.51,14.63
99.89,76.29,10.35,33.5,16.3
50.08,56.67,33.31,33.51,14.59
99.89,76.92,32.92,33.51,17.37
99.89,56.63,33.25,33.5,14.62
99.89,76.27,20.47,33.51,16.41
99.89,56.78,7.45,33.51,14.61
99.89,76.18,7.44,33.51,16.12
99.89,56.27,8.31,33.51,14.72
50.08,76.58,10.15,33.51,17.58
99.89,56.63,10.11,33.51,14.63
99.89,75.89,10.39,33.51,16.33
99.89,56.55,33.79,33.51,14.61
99.89,76.45,32.63,33.51,16.49
99.89,56.99,32.97,33.51,14.64
99.89,76.65,20.46,33.51,16.78
50.08,56.84,7.45,33.51,14.63
99.89,76.51,7.44,33.51,16.1
99.9,56.48,7.45,33.51,14.49
99.89,76.82,10.12,33.51,17.38
99.89,56.78,10.13,33.5,14.41
99.82,77.62,10.39,33.51,17.11
99.84,56.93,32.9,33.51,14.59
50.08,75.63,33.58,33.51,18.15
99.84,56.25,33.42,33.51,14.63
99.89,76.03,20.44,33.51,16.54
99.89,56.46,7.45,33.51,14.61
99.91,76.76,7.45,33.51,16.15
99.93,57.1,7.45,33.51,14.64
99.91,75.19,10.13,33.51,16.72
50.08,56.65,10.03,33.51,14.5
99.89,76.72,10.39,33.51,17.58
99.9,56.14,33.62,33.51,12.95
99.89,75.72,32.43,33.51,12.91
99.89,57.12,32.09,33.51,35.94
99.89,76.05,20.47,33.51,35.96
99.89,56.64,7.42,33.51,35.95
50.08,75.96,7.45,33.51,40.02
99.89,56.78,7.45,33.51,41.98
99.89,76.6,10.04,33.49,40
99.88,57.12,10.12,33.51,40.22
99.89,75.78,10.39,33.51,41.81
99.89,56.51,33.19,33.51,39.9
99.89,76.73,32.75,33.51,40.3
50.08,56.28,31.91,33.51,41.39
99.89,76.61,20.5,33.51,40.02
99.89,56.51,7.45,33.51,40.25
99.89,75.39,7.44,33.51,41.6
99.89,56.29,7.45,33.49,39.96
99.89,75.41,10.06,33.49,40.22
99.89,56.51,10.08,33.51,41.92
50.08,76.06,10.39,33.51,39.92
99.84,57.08,33.21,33.51,40.33
99.89,75.86,32.83,33.51,41.64
99.89,56.36,33.53,33.49,39.95
99.89,76.32,20.49,33.51,40.29
99.89,56.35,7.45,33.51,41.51
99.89,77.66,7.45,33.51,40.18
50.06,56.57,7.46,33.49,40.12
99.89,76.45,10.19,33.51,41.84
99.89,56.52,10.04,33.53,40.13
99.89,75.79,10.39,33.48,40.13
99.89,56.63,34.32,33.51,41.61
99.89,75.84,33.04,33.51,39.88
99.89,57.18,32.83,33.51,40.17
50.08,76.75,20.47,33.51,41.89
99.89,56.97,7.46,33.51,39.87
99.89,77.04,7.45,33.51,40.08
99.89,56.58,7.45,33.51,41.81
99.89,74.35,10.02,33.51,40.02
99.89,57.02,10.12,33.51,40.2
99.89,76.35,10.39,33.51,41.72
50.08,56.88,33.03,33.51,39.85
99.87,76.44,32.46,33.51,40.14
99.89,57.06,33.94,33.51,41.78
99.89,73.77,20.52,33.51,40.1
99.89,57.06,7.55,33.51,40.36
99.89,75.69,7.45,33.51,41.6
99.91,56.82,7.44,33.51,40.52
50.08,76.07,10.05,33.51,40
99.89,56.84,10,33.51,41.69
99.89,76.61,10.39,33.51,39.93
99.89,56.65,33.46,33.51,40.29
99.82,75.99,33.91,33.51,41.56
99.89,56.49,34.06,33.51,40.05
99.89,76.26,20.47,33.49,40
50.08,56.13,7.46,33.51,41.74
99.89,76.06,7.45,33.53,39.9
99.89,57,7.46,33.49,40.05
99.89,76.96,10.12,33.51,41.87
99.84,56.68,9.99,33.51,40.19
99.89,76.24,10.39,33.51,40.34
99.89,57.13,32.89,33.51,41.67
50.08,76.53,32.13,33.51,40.1
99.89,56.39,32.83,33.51,40.22
99.89,76.29,20.49,33.51,41.93
99.89,56.43,7.44,33.52,39.71
99.89,76.35,7.46,33.52,40.51
99.87,57.02,7.46,33.51,41.95
99.89,76.6,10.01,33.49,40.06
50.08,56.69,10.08,33.51,40.07
99.89,76.01,10.31,33.51,41.72
99.91,56.59,34.09,33.49,39.96
99.89,76.65,33.26,33.51,40.48
99.89,56.54,33.12,33.51,41.92
99.89,76.81,20.51,33.51,39.96
99.89,56.47,7.45,33.51,40.47
50.08,75.95,7.44,33.51,41.93
99.89,56.63,7.44,33.51,40.06
99.89,75.83,10.03,33.51,40.11
99.89,56.84,10.09,33.49,41.75
99.89,75.88,10.39,33.51,40.01
99.82,56.71,33.1,33.55,40.38
99.89,75.64,33.04,33.51,42.02
50.11,56.72,32.81,33.51,39.92
99.89,76.59,20.54,33.51,40.24
99.89,56.79,7.97,33.51,41.7
99.89,75.8,7.44,33.51,39.95
99.89,56.41,7.44,33.51,40.16
99.89,76.67,10.09,33.51,41.82
99.89,56.59,10.07,33.51,40.12
50.08,76.02,10.39,33.5,40.31
99.89,57.11,33.56,33.51,42.27
99.89,76.7,33.32,33.54,40.1
99.89,57.26,31.93,33.51,40.37
99.89,76.39,20.59,33.51,41.82
99.89,56.68,7.45,33.51,39.89
99.89,75.79,7.43,33.51,40.36
50.05,56.68,7.45,33.51,41.97
99.89,77.16,10.13,33.51,40.04
99.89,57.35,10,33.51,40.46
