vectorized_elementwise_kernel,elementwise_kernel,reduce_kernel,unrolled_elementwise_kernel,index_elementwise_kernel
42.15,76.5,20.44,33.51,
99.69,56.54,7.45,33.51,
99.89,75.38,7.45,33.51,
60.85,43.41,7.45,33.51,
47.41,50.94,10.03,33.51,
60.96,50.34,9.96,33.51,
46.81,50.43,10.39,33.51,
99.89,50.42,33.57,33.51,
99.62,50.58,32.01,33.5,
99.89,50.4,32.1,33.5,
60.29,50.42,20.48,33.51,
47.37,79.96,7.45,33.51,
60.78,50.03,7.45,33.51,
46.68,56.29,7.45,33.51,
99.89,50.09,10.09,33.51,
99.89,75.05,10.02,33.51,
99.89,33.41,10.39,33.51,
60.67,50.03,33.42,33.51,
47.21,56.97,33.42,33.51,
59.91,76.05,32.52,33.51,
47.05,33.42,20.51,33.51,
99.89,50.03,7.45,33.51,
33.6,57.1,7.44,33.51,
33.53,76.34,7.45,33.51,
33.6,33.42,10.04,33.51,
33.54,56.73,9.98,33.51,
50.27,76.26,10.39,33.51,
33.6,56.85,32.96,33.51,
50.27,77.07,32.88,33.51,
33.6,56.86,33.03,33.51,
50.22,76.21,20.6,33.51,
50.27,43.41,7.45,33.51,
50.32,50.61,7.44,33.5,
25.2,50.34,7.45,33.51,
50.2,50.43,10.09,33.49,
33.53,50.42,10.03,33.51,
50.2,50.58,10.39,33.51,
33.53,50.4,33.18,33.51,
50.16,50.59,32.06,33.51,
50.2,79.96,33.19,33.51,
50.18,50.03,20.51,33.49,
25.16,56.8,7.45,33.51,
99.89,50.05,7.46,33.51,
99.89,76.12,7.95,33.51,
99.82,33.42,10.09,33.49,
99.89,50.03,10.05,33.48,
99.86,56.41,10.39,33.51,
99.89,76.26,33.35,33.51,
62.03,33.42,31.99,33.5,
62.03,50.03,33.48,33.51,
60.33,56.68,20.51,33.51,
62.05,76.31,7.45,33.51,
56.75,33.42,7.45,33.51,
58.73,56.36,7.8,33.51,
62.05,75.72,10.07,33.51,
36.51,56.68,10.64,33.49,
36.71,76.61,10.39,33.5,
54.79,57.08,32.88,33.5,
33.85,76.3,32.84,33.51,
62.05,43.41,32.84,33.51,
60.33,50.61,20.52,33.51,
99.74,50.34,7.44,33.51,
99.81,50.43,7.46,33.51,
65.74,50.42,7.45,33.49,
62.05,50.58,10.12,33.51,
38,50.4,10.13,33.51,
60.98,50.59,10.39,33.51,
36.5,79.96,32.72,33.51,
62.05,50.02,32.78,33.51,
62.05,56.9,33.31,33.51,
62.05,50.05,20.46,33.51,
60.31,76.86,7.44,33.51,
42.72,33.41,7.45,33.49,
58.73,50.03,7.46,33.51,
58.7,56.19,10.16,33.51,
62.05,78.54,10.11,33.51,
60.31,33.42,10.39,33.51,
42.72,50.03,33.62,33.51,
64.85,56.26,33.18,33.51,
58.7,77.03,33.7,33.51,
62.05,33.44,20.54,33.51,
60.33,56.82,7.44,33.51,
42.7,76.15,7.43,33.51,
58.73,57.12,7.45,33.51,
58.7,77.17,10.09,33.51,
99.81,56.71,10.01,33.51,
99.81,75.52,10.39,33.51,
33.53,43.41,32.69,33.51,
99.74,50.61,32.81,33.51,
99.81,50.34,33.93,33.51,
40.54,50.43,20.55,33.51,
57.37,50.42,7.89,33.51,
42.15,50.58,7.45,33.49,
99.88,50.4,7.45,33.51,
40.49,50.59,10.04,33.49,
57.37,79.96,10.16,33.51,
42.15,50.03,10.39,33.53,
33.53,56.77,33.4,33.51,
99.74,50.05,33.04,33.51,
40.51,77.22,33.18,33.51,
57.37,33.4,20.52,33.51,
42.15,50.03,7.44,33.53,
99.65,57,7.46,33.51,
99.89,76.54,7.44,33.51,
60.48,33.42,10.05,33.51,
47.27,50.03,10.15,33.49,
60.81,56.69,10.39,33.51,
46.89,76.31,32.7,33.51,
99.84,33.41,32.77,33.51,
99.72,56.41,34.06,33.51,
99.89,76.36,20.49,33.51,
59.87,56.83,7.45,33.51,
47.13,75.7,7.43,33.51,
60.4,56.42,7.45,33.51,
46.99,75.56,10.03,33.51,
99.84,43.41,10.07,33.51,
99.95,50.61,10.39,33.51,
99.89,50.67,33.22,33.49,
61.39,50.43,33.42,33.48,
47.46,50.42,33.37,33.51,
59.85,50.58,20.51,33.49,
47.04,50.4,7.45,33.51,
99.81,50.59,7.43,33.51,
33.6,79.94,7.44,33.51,
33.53,50.01,10,33.51,
33.6,56.86,10.17,33.51,
33.53,50.05,10.39,33.51,
50.27,76.21,33.48,33.51,
33.6,33.42,32.57,33.49,
50.26,50.03,31.99,33.48,
33.6,56.81,20.56,33.51,
50.22,75.54,7.46,33.51,
50.27,33.42,7.46,33.51,
50.27,50.03,7.45,33.51,
25.22,57.06,10.02,33.51,
50.2,75.93,10.05,33.51,
33.51,33.42,10.39,33.51,
50.22,56.89,33.36,33.53,
33.54,77.2,33.6,33.54,
50.16,56.84,33.89,33.51,
50.2,75.6,20.52,33.51,
50.2,56.37,7.45,33.51,
25.18,75.96,7.44,33.51,
99.82,43.41,7.45,33.52,
99.87,50.61,10.06,33.51,
99.89,50.34,10.12,33.51,
99.89,50.43,10.39,33.51,
99.89,50.42,33.77,33.51,
99.91,50.58,33.2,33.51,
58.93,50.4,33.46,33.51,
62.03,50.59,20.48,33.51,
60.33,79.96,7.44,33.51,
62.05,50.03,7.43,33.51,
60.31,56.51,7.44,33.51,
62.05,50.05,10.07,33.51,
62.05,75.96,10.07,33.51,
36.51,33.42,10.39,33.51,
36.71,50.03,33.22,33.51,
54.79,56.81,32.83,33.51,
33.85,76.68,33.4,33.51,
63.67,33.4,20.55,33.51,
60.33,49.99,7.45,33.51,
99.74,56.26,7.58,33.51,
99.81,75.73,7.45,33.51,
65.74,33.42,10.22,33.51,
62.05,56.16,10.06,33.51,
38,75.38,10.28,33.51,
60.98,57.08,33.54,33.51,
36.49,75.66,33.06,33.49,
62.05,56.61,32.58,33.51,
62.05,76.81,20.51,33.51,
62.05,43.41,7.45,33.51,
60.31,50.59,7.44,33.51,
42.72,50.34,7.45,33.51,
58.73,50.43,11,33.49,
58.7,50.42,9.95,33.51,
62.05,50.58,10.39,33.49,
60.31,50.4,33.18,33.5,
42.72,50.58,32.88,33.48,
58.73,79.96,33.17,33.51,
58.7,50.03,20.6,33.51,
62.05,56.37,7.51,33.51,
60.33,50.05,7.45,33.51,
42.7,76.41,7.45,33.51,
58.73,33.41,10.11,33.51,
58.7,50.03,10.03,33.51,
99.81,56.39,10.39,33.51,
99.81,76.75,33.2,33.51,
33.53,33.42,33.21,33.51,
99.79,50.03,33.48,33.49,
99.73,56.57,20.53,33.51,
40.56,76.45,7.45,33.51,
57.37,33.42,7.44,33.51,
42.15,56.4,7.46,33.51,
99.81,76.2,10.03,33.48,
40.38,57,10.03,33.51,
57.37,76.04,10.39,33.51,
42.15,56.75,32.79,33.51,
33.53,77.57,32.93,33.51,
99.74,43.41,33.2,33.5,
40.41,50.61,20.49,33.51,
57.37,50.34,7.46,33.51,
42.15,50.43,7.45,33.51,
99.7,50.42,7.45,33.51,
99.89,50.58,9.98,33.5,
60.02,50.4,10.05,33.51,
47.26,50.59,10.39,33.51,
61.09,79.94,33.51,33.51,
46.81,50,33.14,33.51,
99.8,57.17,32.84,33.51,
99.68,50.05,20.45,33.51,
99.89,76.34,7.45,33.51,
60.62,33.42,7.45,33.51,
47.23,50.03,7.45,33.51,
60.08,56.07,10,33.51,
47.17,76.25,10.08,33.52,
99.89,33.42,10.28,33.51,
99.86,50,32.84,33.51,
99.89,57.03,32.25,33.49,
60.03,77.01,32.2,33.51,
47.21,33.42,20.48,33.51,
60.47,56.34,7.45,33.51,
46.87,77.22,7.43,33.51,
99.89,56.53,7.46,33.51,
33.6,75.14,10.56,33.49,
33.56,56.85,10.04,33.49,
33.59,76.6,10.39,33.51,
33.53,43.41,33.27,33.51,
50.27,50.34,33.31,33.51,
33.6,50.34,32.82,33.51,
50.27,50.43,20.52,33.51,
33.6,50.42,7.44,33.51,
50.22,50.58,7.46,33.51,
50.27,50.4,7.45,33.51,
50.27,50.59,9.99,33.51,
25.22,79.96,10.06,33.51,
50.2,50.03,10.39,33.51,
33.53,56.55,33.38,33.51,
50.2,50.05,33.42,33.49,
33.54,76.64,33.74,33.51,
50.14,33.42,20.5,33.51,
50.2,50.05,7.45,33.51,
50.2,56.86,7.89,33.51,
25.16,77.42,7.45,33.51,
99.87,33.42,10.05,33.53,
99.89,50.03,10.15,33.49,
99.9,55.9,10.39,33.51,
99.87,75.88,32.75,33.51,
99.89,33.42,32.59,33.51,
99.89,55.97,33.54,33.51,
62.03,75.66,20.53,33.51,
62.03,57.25,7.44,33.51,
60.33,77.44,7.44,33.51,
62.05,56.93,7.45,33.51,
56.75,75.12,10.02,33.51,
62.05,43.41,10.16,33.49,
62.05,50.61,10.39,33.51,
36.51,50.34,33.11,33.51,
36.71,50.43,33.15,33.51,
54.79,50.42,33.06,33.51,
33.85,50.58,20.55,33.49,
62.05,50.4,7.45,33.51,
60.33,50.42,7.44,33.51,
99.74,79.96,7.45,33.51,
99.81,50.03,9.96,33.51,
65.74,57.1,9.98,33.51,
62.05,50.05,10.39,33.49,
38,76.95,32.38,33.51,
60.98,33.41,32.88,33.51,
36.5,50.03,33.42,33.51,
62.05,56.41,20.47,33.51,
62.05,75.93,7.45,33.51,
62.05,33.42,7.44,33.51,
60.31,50.04,7.45,33.51,
42.72,56,10.06,33.48,
58.73,77.22,10.13,33.51,
58.7,33.42,10.39,33.51,
62.05,56.46,33.28,33.51,
60.31,76.63,32.96,33.51,
42.72,56.63,32.79,33.51,
58.73,76.74,20.56,33.51,
58.7,56.57,7.45,33.49,
61.83,74.65,7.45,33.51,
60.33,43.41,7.44,33.51,
42.7,50.61,10.14,33.51,
58.73,50.34,10.09,33.51,
58.7,50.43,10.39,33.51,
99.81,50.42,32.81,33.51,
99.81,50.58,33.01,33.51,
33.53,50.4,32.32,33.51,
99.74,50.59,20.51,33.51,
99.84,79.97,7.45,33.51,
40.49,50.03,7.44,33.51,
57.37,56.63,7.44,33.51,
42.15,50.05,10.09,33.51,
99.85,76.6,10.1,33.51,
40.43,33.42,10.37,33.51,
57.37,50.03,33.93,33.51,
42.15,56.68,32.79,33.51,
33.53,76.04,32.77,33.51,
99.68,33.42,20.5,33.49,
40.46,50.03,7.45,33.51,
57.37,56.79,7.45,33.51,
42.15,76.55,7.45,33.5,
99.66,33.42,10.03,33.51,
99.86,56.5,10.14,33.51,
60.47,76.31,10.39,33.51,
47.33,56.91,33.43,33.51,
61.05,75.74,32.72,33.49,
46.98,57.18,32.6,33.51,
99.89,75.62,20.47,33.51,
99.76,43.41,7.45,33.51,
99.89,50.61,7.45,33.53,
60.56,50.79,7.45,33.55,
47.39,50.43,10.11,33.51,
60.2,50.42,10.13,33.51,
46.93,50.91,10.39,33.51,
99.89,50.4,32.41,33.51,
100.01,50.59,32.27,33.51,
99.89,79.96,32.75,33.49,
61.27,50.03,20.48,33.49,
47.46,56.7,7.45,33.53,
60.93,50.06,7.41,33.5,
46.76,76.05,7.45,33.51,
99.89,33.42,10.05,33.51,
33.6,50.03,10.08,33.51,
33.53,56.92,10.39,33.51,
33.6,76.87,33.4,33.51,
33.53,33.42,32.81,33.51,
50.27,50.04,32.94,33.51,
33.6,57.09,20.54,33.49,
50.27,76.55,7.44,33.51,
33.61,33.41,7.44,33.51,
50.22,56.33,7.44,33.49,
50.32,76.08,10.1,33.51,
50.26,56.36,10.06,33.49,
25.22,76.25,10.39,33.51,
50.2,56.95,33.1,33.51,
33.53,75.13,33.3,33.51,
50.17,46.61,32.72,33.51,
33.54,50.44,20.48,33.53,
50.16,50.34,7.45,33.49,
50.2,50.43,7.78,33.5,
50.2,50.25,7.74,33.51,
25.16,50.58,10.13,33.51,
99.89,50.4,10.04,33.51,
99.89,50.59,10.28,33.51,
99.89,79.96,33,33.49,
99.89,50.03,32.93,33.51,
99.87,56.4,32.81,33.51,
99.89,50.05,20.53,33.51,
62.03,76.34,7.44,33.53,
62.03,33.42,7.44,33.5,
60.33,50.04,7.44,33.51,
62.05,55.99,10.51,33.51,
60.31,76.8,10.14,33.51,
62.05,33.42,10.39,33.51,
62.05,50.04,33.8,33.51,
36.51,57.09,32.89,33.49,
36.71,76.79,32.63,33.51,
54.79,33.41,20.56,33.51,
33.85,56.43,7.45,33.51,
62.05,75.87,7.44,33.51,
60.33,57.02,7.9,33.49,
99.74,76.39,9.98,33.51,
99.81,56.55,10,33.51,
65.74,76.19,10.39,33.51,
62.05,43.41,34.2,33.51,
38,50.61,33.22,33.5,
60.98,50.34,32.86,33.51,
36.5,50.43,20.49,33.51,
62.05,50.42,7.45,33.51,
62.05,50.58,7.46,33.51,
62.05,50.4,7.45,33.54,
60.31,50.59,10.07,33.49,
42.72,79.96,10.03,33.51,
58.73,50.06,10.26,33.51,
58.7,56.84,32.99,33.51,
62.05,50.05,32.92,33.51,
60.31,76.7,32.22,33.53,
40.26,33.42,20.53,33.49,
58.73,50.03,6.57,33.49,
58.7,57.07,5.97,33.53,
62.05,76.3,5.97,33.51,
60.33,33.42,10.61,33.51,
42.7,50.06,10.64,33.48,
58.73,56.58,10.44,33.51,
58.7,76.67,33.07,33.51,
99.81,33.44,32.59,33.51,
99.81,55.61,33.77,33.51,
33.53,76.97,,33.51,
99.74,56.76,,33.51,
99.81,77.98,,33.51,
40.59,56.96,,33.51,
60.6,75.35,,33.48,
42.15,43.41,,33.51,
99.81,50.61,,33.51,
39.38,50.34,,33.51,
57.37,50.43,,33.51,
42.15,50.42,,33.51,
33.53,50.89,,33.51,
99.74,50.4,,33.48,
39.43,50.59,,33.49,
57.37,79.97,,33.51,
42.15,50.03,,33.49,
99.64,56.25,,33.51,
99.89,50.05,,33.5,
60.59,75.82,,33.49,
47.46,33.42,,33.51,
60.37,50.04,,33.51,
46.91,56.47,,33.51,
99.89,76.73,,33.53,
99.66,33.42,,33.51,
99.89,50.03,,33.51,
59.89,56.91,,33.51,
47.31,76.46,,33.51,
60.49,33.42,,33.51,
47.07,56.14,,33.51,
99.89,75.27,,33.49,
99.95,57.06,,33.51,
99.89,75.37,,33.5,
60.48,56.86,,33.51,
47.16,76.25,,33.51,
60.21,43.41,,33.51,
47.28,50.61,,33.51,
99.89,50.34,,33.51,
33.6,50.43,,33.51,
33.53,50.42,,33.51,
33.6,50.58,,33.51,
33.53,50.4,,33.51,
50.27,50.59,,33.51,
33.6,79.96,,33.49,
50.27,50.03,,33.51,
33.62,56.94,,33.53,
50.22,50.05,,33.51,
50.32,76.96,,33.51,
50.23,33.42,,33.51,
25.22,50.03,,33.51,
50.2,56.06,,33.51,
33.53,77.43,,33.51,
50.2,33.42,,33.49,
33.54,50.03,,33.51,
50.16,57.01,,33.51,
50.22,77.52,,33.49,
50.19,33.42,,33.51,
25.16,56.11,,33.51,
99.91,77.13,,33.51,
99.89,57.05,,33.49,
99.89,77.68,,33.51,
99.89,57.3,,33.5,
99.89,75.06,,33.51,
99.89,43.41,,33.51,
62.03,50.61,,33.51,
62.03,50.34,,33.51,
60.33,50.43,,33.51,
62.05,50.42,,33.53,
60.31,50.58,,33.51,
62.05,50.4,,33.51,
62.05,50.59,,33.51,
36.51,79.96,,33.51,
36.71,50.05,,33.51,
54.79,57.06,,33.51,
33.85,50.05,,33.51,
68.52,76.44,,33.51,
60.33,33.42,,33.51,
99.74,50.03,,33.51,
99.81,56.15,,33.51,
65.74,77.71,,33.51,
62.05,33.44,,33.51,
38,50.03,,33.51,
58.97,56.15,,33.51,
36.5,78.26,,33.49,
62.05,33.42,,33.51,
62.05,55.82,,33.51,
62.05,76,,33.51,
60.31,56.05,,33.51,
42.72,75.99,,33.48,
58.73,56.85,,33.51,
58.7,74.81,,33.51,
62.05,43.41,,33.5,
60.31,50.61,,33.52,
42.72,50.34,,33.51,
58.73,50.26,,33.49,
58.7,50.42,,33.51,
62.05,50.58,,33.51,
60.33,50.4,,33.49,
41.88,50.58,,33.55,
58.73,79.96,,33.51,
58.7,50.03,,33.49,
99.81,57.1,,33.51,
99.81,50.05,,33.49,
33.53,76.75,,33.49,
99.74,33.42,,33.51,
99.81,50.04,,33.51,
40.54,56.98,,33.51,
57.37,77.42,,33.51,
42.15,33.42,,33.51,
99.81,50.03,,33.55,
40.38,57.1,,33.51,
57.37,75.23,,33.51,
42.15,33.42,,33.51,
33.53,56.78,,33.51,
99.79,75.82,,33.51,
40.51,56.5,,33.5,
57.37,76.68,,33.51,
42.15,56.57,,33.51,
99.66,76.79,,33.51,
99.95,43.41,,33.51,
60.36,50.61,,33.51,
47.39,50.34,,33.51,
60.9,50.43,,33.51,
46.91,50.42,,33.51,
99.89,50.58,,33.49,
99.79,50.4,,33.51,
99.89,50.59,,33.49,
60.15,79.96,,33.51,
47.64,50.03,,33.51,
60.54,56.53,,33.51,
47.03,50.05,,33.51,
99.89,76.56,,33.51,
99.82,33.42,,33.48,
99.89,50.03,,33.51,
60.56,57,,33.51,
47.17,75.83,,33.49,
60.67,33.42,,33.5,
47.02,50.04,,33.51,
99.89,56.38,,33.51,
33.6,76.47,,33.51,
33.53,33.42,,33.51,
33.6,56.41,,33.51,
33.54,76.92,,33.51,
50.26,57.15,,33.49,
33.6,75.12,,33.51,
50.27,56.93,,33.51,
33.61,76.38,,33.44,
50.22,43.41,,33.51,
50.27,50.61,,33.48,
50.3,50.34,,33.5,
25.2,50.43,,33.53,
50.2,50.13,,33.51,
33.53,50.58,,33.51,
50.23,50.4,,33.51,
33.52,50.59,,33.51,
50.16,79.96,,33.51,
50.2,50.03,,33.51,
50.2,56.35,,33.49,
25.15,50.05,,33.51,
99.89,76.59,,33.51,
99.89,33.42,,33.49,
99.89,50.04,,33.49,
99.9,56.13,,33.51,
99.89,76.71,,33.51,
99.8,33.42,,33.51,
62.03,50.04,,33.51,
62.03,57.04,,33.51,
60.33,75.76,,33.51,
62.05,33.42,,33.51,
60.31,56.57,,33.5,
58.95,76.32,,33.51,
62.05,56.89,,33.51,
36.51,76.02,,33.48,
36.71,57.17,,33.51,
54.79,75.78,,33.51,
33.85,43.15,,33.51,
62.05,50.61,,33.51,
60.33,50.34,,33.53,
99.74,50.43,,33.51,
99.78,50.42,,33.51,
65.74,50.58,,33.49,
62.05,50.4,,33.51,
38,50.59,,33.51,
60.98,79.94,,33.52,
36.5,50.02,,33.51,
62.35,56.97,,33.49,
62.05,50.05,,33.51,
62.05,76.96,,33.51,
60.31,33.43,,33.51,
42.72,50.03,,33.51,
58.73,57.05,,33.53,
58.7,76.25,,33.5,
62.05,33.43,,33.51,
60.31,50.05,,33.51,
42.72,56.77,,33.51,
58.73,76.5,,33.51,
58.7,33.42,,33.51,
62.05,56.99,,33.51,
60.33,75.6,,33.49,
42.7,57,,33.51,
58.73,74.97,,33.51,
58.7,56.98,,33.51,
99.81,74.77,,33.51,
99.81,43.41,,33.51,
33.56,50.61,,33.51,
99.74,50.34,,33.51,
99.81,50.43,,33.51,
40.56,50.42,,33.51,
57.37,50.41,,33.51,
42.15,50.4,,33.5,
99.73,50.59,,33.51,
40.38,79.96,,33.51,
57.37,50.05,,33.51,
42.15,57.1,,33.51,
33.56,50.05,,33.51,
99.74,76.51,,33.51,
40.51,33.4,,33.51,
57.37,50.02,,33.5,
42.15,57.06,,33.5,
99.77,76.85,,33.51,
99.91,33.42,,33.51,
60.71,50.01,,33.51,
47.39,57.02,,33.51,
60.37,77.39,,33.49,
46.97,33.39,,33.51,
99.89,56.25,,33.51,
99.65,76.38,,33.51,
99.89,56.4,,33.52,
60.24,76.74,,33.48,
47.46,56.87,,33.51,
60.05,75.67,,33.51,
47.08,43.41,,33.51,
99.84,50.61,,33.51,
99.94,50.34,,33.51,
99.89,50.43,,33.5,
60.41,50.25,,33.51,
47.3,50.58,,33.51,
59.47,50.4,,33.51,
47.3,50.59,,33.53,
99.89,79.96,,33.49,
33.6,50.03,,33.51,
33.53,56.39,,33.51,
33.6,50.06,,33.51,
33.53,76.69,,33.51,
50.27,33.42,,33.48,
33.6,50.03,,33.51,
50.27,56.9,,33.51,
33.6,76.78,,33.51,
50.22,33.42,,33.5,
50.27,50.03,,33.53,
50.27,56.36,,33.51,
25.21,76.21,,33.51,
50.2,33.42,,33.51,
33.51,56.07,,33.51,
50.22,76.88,,33.51,
33.54,57.06,,33.53,
50.16,76.23,,33.51,
50.2,57.04,,33.51,
50.23,75.22,,33.51,
25.14,43.41,,33.51,
99.89,50.61,,33.51,
99.89,50.67,,33.51,
99.89,50.43,,33.51,
99.91,50.42,,33.51,
99.89,50.58,,33.51,
99.89,50.4,,33.51,
62.03,50.59,,33.51,
58.26,79.96,,33.51,
60.33,50.03,,33.51,
62.05,56.5,,33.51,
60.11,50.05,,33.51,
62.05,76.51,,33.51,
62.05,33.42,,33.5,
36.51,50.03,,33.51,
36.71,56.31,,33.51,
54.79,76.33,,33.51,
34.02,33.41,,33.51,
62.05,50.02,,33.5,
60.33,56.53,,33.51,
99.74,76.53,,33.51,
99.81,33.42,,33.51,
65.74,56.3,,33.51,
62.05,75.33,,33.54,
38,56.18,,33.51,
60.98,76.06,,33.5,
36.5,56.91,,33.51,
62.05,75.23,,33.51,
62.05,43.41,,33.51,
62.05,50.61,,33.5,
60.66,50.34,,33.51,
42.72,50.43,,33.51,
58.73,50.42,,33.51,
58.7,50.58,,33.51,
62.05,50.4,,33.51,
60.31,50.59,,33.51,
42.72,79.96,,33.51,
58.73,50.03,,33.51,
58.7,56.73,,33.51,
62.05,50.05,,33.51,
60.33,77.01,,33.48,
42.7,33.42,,33.51,
58.73,50.05,,33.51,
58.7,57.06,,33.51,
99.81,76.59,,33.51,
99.85,33.4,,33.49,
33.53,50.03,,33.48,
99.74,56.04,,33.51,
99.81,75.78,,33.51,
40.54,33.4,,33.51,
57.37,56.46,,33.51,
42.15,76.05,,33.49,
99.84,57.13,,33.51,
40.38,75.95,,33.51,
57.37,56.72,,33.51,
42.15,76.47,,33.51,
33.53,43.41,,33.51,
99.74,50.61,,33.51,
40.54,50.34,,33.48,
57.37,50.43,,33.51,
42.15,50.42,,33.5,
99.58,50.58,,33.51,
99.81,50.4,,33.51,
60.78,50.59,,33.51,
47.24,79.96,,33.51,
60.62,50.03,,33.51,
46.91,56.71,,33.51,
99.89,50.05,,33.49,
99.66,75.87,,33.51,
99.89,33.43,,33.51,
60.5,50,,33.51,
47.28,56.08,,33.51,
60.85,76.84,,33.51,
46.85,33.42,,33.51,
99.8,50.03,,33.51,
99.89,56.77,,33.51,
99.89,76.69,,33.51,
59.91,33.42,,33.52,
47.17,55.86,,33.49,
60.28,76,,33.51,
47.05,56.75,,33.51,
99.89,76.95,,33.49,
33.6,56.41,,33.51,
33.53,76.8,,33.51,
33.59,43.41,,33.48,
33.56,50.61,,33.53,
50.24,50.34,,33.51,
33.6,50.43,,33.51,
50.27,50.42,,33.53,
33.6,50.58,,33.49,
50.22,50.4,,33.49,
50.27,50.59,,33.51,
50.27,79.93,,33.51,
25.24,50.03,,33.51,
50.2,56.9,,33.5,
33.53,50.06,,33.51,
50.2,76.68,,33.51,
33.54,33.44,,33.51,
50.14,50.05,,33.51,
50.2,56.73,,33.51,
50.2,76.89,,33.49,
25.16,33.41,,33.51,
99.89,50.03,,33.51,
99.89,57.12,,33.51,
99.89,76.37,,33.51,
99.84,33.42,,33.49,
99.89,56.38,,33.51,
99.89,77.18,,33.51,
62.03,56.8,,33.49,
62.03,76.37,,33.51,
60.33,56.92,,33.51,
62.05,76.02,,33.51,
60.31,43.41,,33.51,
62.05,50.59,,33.51,
62.05,50.34,,33.51,
36.51,50.47,,33.51,
36.71,50.4,,33.51,
54.79,50.41,,33.51,
33.85,50.4,,33.49,
58.28,50.59,,33.51,
60.33,79.96,,33.51,
99.74,50.03,,33.51,
99.81,56.57,,33.51,
65.74,50.05,,33.51,
62.05,76.17,,33.51,
38,33.41,,33.51,
60.98,50.03,,33.49,
36.5,56.26,,33.51,
62.05,77.23,,33.51,
62.05,33.41,,33.51,
62.05,50.03,,33.48,
60.31,56.4,,33.51,
42.72,75,,33.51,
58.73,33.42,,33.53,
58.7,56.87,,33.51,
62.05,76.08,,33.51,
60.31,56.67,,33.51,
47.17,76.12,,33.51,
58.73,56.56,,33.51,
58.7,75.97,,33.51,
62.05,43.41,,33.51,
60.33,50.61,,33.49,
42.7,50.34,,33.51,
58.73,50.43,,33.51,
64.82,50.42,,33.51,
99.81,50.58,,33.51,
99.81,50.4,,33.51,
33.51,50.59,,33.5,
99.74,79.94,,33.51,
99.82,50.03,,33.51,
40.46,56.64,,33.51,
57.37,50.05,,33.51,
42.15,76.46,,33.51,
99.81,33.42,,33.51,
40.49,50.05,,33.53,
57.37,57.07,,33.51,
42.15,77.1,,33.51,
33.53,33.42,,33.51,
99.74,50,,33.51,
40.38,57.16,,33.51,
57.37,76.29,,33.51,
40.93,33.42,,33.51,
99.63,56.16,,33.51,
99.89,76.74,,33.53,
60.4,56.87,,33.51,
47.1,76.23,,33.51,
60.88,56.6,,33.51,
46.9,76.59,,33.51,
99.89,43.41,,33.51,
99.74,50.92,,33.49,
99.89,50.34,,33.51,
60.58,50.43,,33.51,
47.51,50.42,,33.51,
60.46,50.58,,33.51,
46.93,50.4,,33.51,
99.89,50.59,,33.51,
99.99,79.96,,33.51,
99.89,50.03,,33.51,
60.43,56.05,,33.52,
47.22,50.05,,33.49,
60.9,77.48,,33.49,
46.81,33.42,,33.51,
99.89,50.03,,33.51,
33.6,56.83,,33.51,
33.53,76.05,,33.51,
33.6,33.41,,33.51,
33.54,50.02,,33.51,
50.23,57.12,,33.51,
33.6,76.17,,33.51,
50.27,33.42,,33.51,
33.6,56.14,,33.49,
50.22,76.11,,33.51,
50.27,57,,33.51,
50.27,77.38,,33.5,
25.22,56.42,,33.51,
50.2,76.91,,33.51,
33.54,46.61,,33.51,
50.2,50.61,,33.51,
33.55,50.34,,33.5,
50.18,50.43,,33.51,
50.2,50.42,,33.51,
50.2,50.58,,33.51,
25.15,50.4,,33.5,
99.87,50.59,,33.51,
99.89,79.96,,33.51,
99.91,50,,33.51,
99.82,56.39,,33.51,
99.82,50.05,,33.51,
99.89,77.17,,33.51,
62.03,33.42,,33.52,
62.03,50.03,,33.49,
60.33,56.56,,33.51,
62.05,76.77,,33.51,
60.31,33.42,,33.51,
62.05,50.03,,33.53,
62.05,56.97,,33.49,
36.51,76.24,,33.51,
36.71,33.42,,33.51,
54.79,56.77,,33.51,
33.85,76.17,,33.51,
62.05,57.19,,33.51,
60.33,77.59,,33.51,
99.74,57.06,,33.51,
99.81,75.4,,33.51,
65.74,43.41,,33.51,
62.05,50.44,,33.51,
38,50.34,,33.53,
60.98,50.43,,33.51,
36.5,50.42,,33.51,
62.05,50.58,,33.51,
62.05,50.4,,33.51,
62.05,50.51,,33.51,
60.31,79.96,,33.51,
42.72,50.03,,33.51,
58.73,56.44,,33.51,
58.7,50.05,,33.51,
58.28,77.08,,33.51,
60.31,33.42,,33.5,
42.72,50.03,,33.51,
58.73,56.69,,33.48,
58.7,74.4,,33.51,
62.05,33.42,,33.51,
60.33,50.03,,33.51,
42.7,56.63,,33.51,
55.34,77.49,,33.51,
55.32,33.42,,33.51,
99.81,56.82,,33.51,
99.81,75.37,,33.51,
33.53,56.73,,33.51,
99.74,76.37,,33.51,
99.81,57.04,,33.51,
40.39,75.63,,33.51,
57.37,43.41,,33.51,
42.15,50.61,,33.53,
99.81,50.34,,33.51,
40.38,50.43,,33.51,
57.37,50.42,,33.51,
42.15,50.58,,33.51,
33.53,50.4,,33.51,
99.74,50.59,,33.51,
40.56,79.97,,33.51,
57.37,50.05,,33.51,
42.15,56.63,,33.51,
99.82,50.05,,33.51,
99.9,77.07,,33.5,
60.75,33.42,,33.5,
46.95,50.03,,33.51,
60.89,56.46,,33.51,
46.43,76.83,,33.53,
